Time(sec)_full_semester,Overhead(sec),Time_per_night(sec),N_obs(full_semester),Starname,RAH,RAM,RAS,DECD,DECM,DECS,epoch,vmag=,Vmag,T_exp(sec),T_max(sec),Exp_meter_counts(k),decker,N_obs,Iodine,Priority,Program code,Telescope Propsoal Code,Comment,Include,Done,Cadence
Exposure time + overhead,120,,requested,,,,,,,,,,,,,,,per night,,,(for script),,,Y/N,,min separation
Formula,leave blank,Formula,,,,,,,,,,,,,,,,,,,,,,,,in days
3565,,593,5,T001244,17,05,07.1,69,31,08,2000,vmag=,11.4,593,1200,60,C2,1,in,p2,DG,U011,,Y,N,25
5155,,911,5,T001248,17,16,05.7,63,06,20,2000,vmag=,11.8,911,2700,60,C2,1,in,p2,DG,U011,,Y,N,25
1722,,454,3,T001249,13,22,14.8,66,18,30,2000,vmag=,11.1,454,1200,60,C2,1,in,p2,DG,U011,,Y,N,25
4275,,735,5,T001269,16,38,47.2,64,33,33,2000,vmag=,11.6,735,1500,60,C2,1,in,p2,DG,U011,,Y,N,25
2615,,403,5,T001438,18,43,41.7,74,56,16,2000,vmag=,11.0,403,900,60,C2,1,in,p2,DG,U011,,Y,N,25
1284,,308,3,T001443,19,49,35.7,76,08,21,2000,vmag=,10.7,308,900,60,C2,1,in,p2,DG,U011,,Y,N,25
515,,395,1,T001444,20,21,54.0,70,56,37,2000,vmag=,10.9,395,900,60,C2,1,in,p2,DG,U011,,Y,N,25
671,,551,1,T001472,00,56,27.4,48,38,15,2000,vmag=,11.3,551,1200,60,C2,1,in,p2,DG,U011,,Y,N,25
1615,,203,5,T001669,03,03,49.6,83,35,14,2000,vmag=,10.2,203,500,60,C2,1,in,p2,DG,U011,,Y,N,25
308,,188,1,T001691,18,09,37.0,86,51,37,2000,vmag=,10.1,188,500,60,C2,1,in,p2,DG,U011,,Y,N,25
3765,,633,5,T001694,06,30,59.7,66,21,38,2000,vmag=,11.4,633,1500,60,C2,1,in,p2,DG,U011,,Y,N,25
1145,,109,5,T001710,06,17,08.1,76,12,39,2000,vmag=,9.5,109,500,60,B5,1,in,p2,DG,U011,,Y,N,25
1205,,121,5,T001723,07,47,11.3,68,28,36,2000,vmag=,9.7,121,500,60,B5,1,in,p2,DG,U011,,Y,N,25
5090,,898,5,T001753,16,49,52.8,61,10,24,2000,vmag=,11.8,898,1800,60,C2,1,in,p2,DG,U011,,Y,N,25
2320,,344,5,T001758,23,38,58.0,75,41,06,2000,vmag=,10.8,344,900,60,C2,1,in,p2,DG,U011,,Y,N,25
1105,,985,1,T001759,21,47,24.4,62,45,13,2000,vmag=,11.9,985,2700,60,C2,1,in,p2,DG,U011,,Y,N,25
4405,,761,5,T001775,10,00,27.6,39,27,28,2000,vmag=,11.6,761,1800,60,C2,1,in,p2,DG,U011,,Y,N,25
343,,223,1,T001794,13,33,35.4,49,03,39,2000,vmag=,10.3,223,500,60,C2,1,in,p2,DG,U011,,Y,N,25
4365,,753,5,T002088,17,25,30.0,75,52,56,2000,vmag=,11.6,753,1800,60,C2,1,in,p2,DG,U011,,Y,N,25
2230,,326,5,TIC142381532,13,04,52.7,63,45,11,2000,vmag=,10.7,326,900,60,C2,1,in,p2,DG,U011,,Y,N,25
4190,,718,5,WASP156,02,11,07.7,02,25,05,2000,vmag=,11.6,718,1500,60,C2,1,in,p2,DG,U011,,Y,N,25
23760,,1200,18,Ori40003,05,35,15.6,-05,25,14,2000,vmag=,14.00,1200,1800,30,C2,1,out,p1,LH,C404,"pre-ms stellar quadruple system; goal is every night during september with either kpf or hires, EveryNight",Y,N,1
